-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

								Lower Bound					Upper Bound					Binary Search
						---------------------------------------------		---------------------------------------------		---------------------------------------------
Problem		n	m	c*		c	%dev	BD	SX	CPU(time)		c	%dev	BD	SX	CPU(time)		c	%dev	BD	SX	CPU(time)
			6	25067		25148	0.323134	489	265.543	0.155439		26315	4.97866	33806	26653.4	42.4914		26343	5.09036	7659	4813.83	9.19724
			7	21486		21931	2.07112	3118	2429.27	0.885972		22618	5.26855	30636	20700.1	37.3452		22852	6.35763	9565	6720.57	7.56567
			8	18800		18963	0.867021	1305	676.016	0.299025		20211	7.50532	31591	18888.9	31.9371		20266	7.79787	11729	6030.64	6.22718
			9	16711		16881	1.01729	1530	801.036	0.304798		17516	4.81719	27858	16978.8	29.772		17672	5.7507	8649	5996.78	6.37181
			10	15040		15660	4.12234	6201	3084.49	1.16858		16175	7.54654	31980	16777.7	26.4745		16194	7.67287	11541	6865.51	1.50578
			11	13673		14129	3.33504	5020	3354.27	0.956775		14977	9.53704	29416	14351.7	24.5845		15091	10.3708	15602	8822.71	2.63159
			12	12534		13052	4.13276	6225	3982.91	1.11782		13805	10.1404	29157	13387.1	22.2677		13883	10.7627	16197	11267.5	0.538165
			13	11570		11896	2.81763	4249	1676.19	0.638656		13069	12.9559	35402	15715.6	19.8096		12721	9.94814	14974	9735.85	0.637337
			14	10747		11121	3.48004	5295	2484.09	0.82614		11668	8.56983	26290	11213.2	19.2403		11656	8.45817	12785	5242.64	0.911087
			15	10035		10387	3.50772	5406	2355.45	0.71101		11084	10.4534	31819	13703.1	17.6669		11112	10.7324	16281	7919.94	0.091663
			16	9412		9798	4.10115	6369	2252.82	0.785657		10888	15.6821	37661	13467.1	15.5144		10628	12.9197	19649	7967.94	0.02418
			17	8855		9140	3.21852	4981	1838.7	0.549663		9839	11.1124	30204	11025.8	15.8835		9752	10.1299	15385	5509.11	0.185728
			18	8376		8669	3.49809	5643	2019.99	0.612157		9574	14.3028	36295	12365.4	14.7126		9431	12.5955	9928	3693.75	0.041975
			19	7920		8225	3.85101	5876	1724.7	0.624927		8762	10.6313	29446	9347.45	14.4153		8679	9.58333	14502	5651.22	0.105597
			20	7520		8051	7.06117	10621	3441.17	1.09813		8702	15.7181	32434	10041.8	12.8568		8414	11.8883	17881	6063.18	0.065382
			21	7181		7786	8.42501	13107	6555.66	1.29925		8146	13.4382	35058	10742	12.6391		8053	12.1432	18714	6640.1	0.035155
			22	6839		7405	8.27606	12511	5228.68	1.2223		8022	17.2978	34198	11161.7	11.7858		7909	15.6456	15690	6125.42	0.091108
			23	6551		6981	6.56388	10164	4513.82	0.944979		7721	17.8599	35644	10997.8	11.1621		7558	15.3717	23435	7655.82	0.063384
			24	6273		6670	6.32871	9681	4003.77	0.859753		7437	18.5557	35617	10054.1	10.6992		7254	15.6384	16443	6574.6	0.065356
			25	6085		6508	6.95152	12301	3419.83	1.09081		6993	14.9219	31510	9178.56	10.6356		6904	13.4593	22201	7242.53	0.107535
			26	5844		6156	5.33881	9657	2593.03	0.805501		6793	16.2389	33103	9077.58	10.3469		6628	13.4155	21929	6606.69	0.015702
			27	5689		5961	4.78116	10548	2908.16	0.591882		6487	14.0271	34072	9902.18	10.0836		6326	11.197	20403	6180.57	0.036802

BARTHOL2.IN2   	148	27	157		164	4.4586	194	75.6307	0.03323		166	5.73248	414	143.346	0.459891		167	6.36943	275	95.2943	0.039053
			28	152		159	4.60526	218	71.7356	0.01524		159	4.60526	411	138.3	0.500645		163	7.23684	330	120.441	0.014098
			29	146		154	5.47945	232	62.434	0.021937		156	6.84932	480	151.493	0.454738		155	6.16438	261	66.3099	0.039125
			30	142		147	3.52113	176	51.0294	0.032246		152	7.04225	478	147.268	0.422553		151	6.33803	447	158.509	0.057907
			31	137		144	5.10949	230	60.597	0.03087		147	7.29927	470	146.581	0.4218		144	5.10949	230	81.2404	0.035024
			32	133		140	5.26316	246	60.2163	0.030092		141	6.01504	419	129.317	0.399247		140	5.26316	246	75.9078	0.047064
			33	129		136	5.42636	254	66.0303	0.039728		136	5.42636	390	126.404	0.394121		137	6.20155	287	93.7923	0.010918
			34	125		130	4	186	51.1664	0.028643		132	5.6	386	120.839	0.381332		134	7.2	456	137.354	0.029871
			35	121		131	8.26446	220	64.5755	0.05937		130	7.43802	494	148.196	0.356235		130	7.43802	316	76.3806	0.051719
			36	118		125	5.9322	266	68.2202	0.042436		127	7.62712	513	131.7	0.364897		126	6.77966	428	116.413	0.04472
			37	115		122	6.08696	280	63.498	0.040819		125	8.69565	550	155.055	0.343343		126	9.56522	428	136.132	0.022824
			38	112		120	7.14286	326	106.64	0.045716		126	12.5	680	171.738	0.312585		122	8.92857	402	113.657	0.045175
			39	109		119	9.17431	407	102.942	0.036557		121	11.0092	646	152.971	0.337303		119	9.17431	407	97.2163	0.033183
			40	106		114	7.54717	326	78.3709	0.03459		116	9.43396	522	124.322	0.331449		119	12.2642	526	131.651	0.014088
			41	104		110	5.76923	276	62.9921	0.029744		114	9.61539	602	140.399	0.332183		115	10.5769	366	82	0.029728
			42	101		108	6.93069	302	69.527	0.028675		109	7.92079	549	128.183	0.32549		110	8.91089	386	92.6823	0.010194
			43	99		108	9.09091	410	93.2631	0.034544		107	8.08081	474	112.632	0.314765		107	8.08081	474	110.164	0.009505
			44	97		106	9.27835	430	91.3893	0.034674		106	9.27835	624	136.176	0.323565		105	8.24742	386	90.8955	0.019561
			45	95		102	7.36842	356	79.8874	0.029006		104	9.47368	550	111.66	0.303174		103	8.42105	504	109.353	0.030693
			46	93		100	7.52688	366	67.8528	0.033278		102	9.67742	560	120.3	0.276527		100	7.52688	366	81.9878	0.029636
			47	91		100	9.89011	466	106.555	0.060904		100	9.89011	600	123.976	0.298406		101	10.989	513	116.374	0.00922
			48	89		96	7.86517	278	72.0278	0.014746		98	10.1124	568	113.534	0.297144		98	10.1124	470	114.184	0.027176
			49	87		93	6.89655	323	66.2042	0.021298		95	9.1954	550	110.734	0.267939		95	9.1954	421	83.2286	0.050952
			50	85		93	9.41177	416	92.0652	0.024872		94	10.5882	560	115.629	0.308525		94	10.5882	372	94.5621	0.023319
			51	84		90	7.14286	356	83.3307	0.01759		91	8.33333	572	119.507	0.301648		90	7.14286	356	73.9053	0.024686

BARTHOLD.IN2   	148	3	1878		1880	0.106496	6	4.24264	0.029224		1883	0.266241	1898	1835.54	4.85243		1885	0.372737	21	17.2337	2.4115
			4	1409		1411	0.141945	10	7.34847	0.004137		1415	0.425834	1441	1381.46	3.65869		1418	0.638751	38	25.5343	0.919971
			5	1127		1130	0.266193	16	8.60233	0.005874		1135	0.709849	1176	1116.69	2.98039		1137	0.887311	51	27.8029	0.728664
			6	939		943	0.425985	24	18.3848	0.004957		946	0.745474	1054	927.835	2.53665		958	2.02343	114	76.7724	0.618235
			7	805		810	0.621118	36	16.3095	0.026418		810	0.621118	846	776.835	2.18965		814	1.11801	64	27.2397	0.555694
			8	705		707	0.283688	22	11.8322	0.039869		708	0.425532	738	661.182	1.90053		710	0.70922	46	20.6882	0.479368
			9	626		631	0.798722	45	18.0831	0.029401		631	0.798722	676	597.732	1.73557		633	1.11821	63	37.2424	0.424715
			10	564		570	1.06383	66	47.7493	0.028796		571	1.24113	647	539.158	1.54494		572	1.41844	86	55.7136	0.211277
			11	513		517	0.779727	53	23.8118	0.006013		517	0.779727	570	471.158	1.41514		531	3.50877	207	129.981	0.164032
			12	470		474	0.851064	54	23.2809	0.026774		481	2.34043	692	463.869	1.36918		477	1.48936	90	39.8748	0.14459
			13	434		447	2.99539	177	113.547	0.051945		456	5.06912	750	473.297	1.20027		457	5.29954	307	211.96	0.095309
			14	403		412	2.23325	134	60.8933	0.029085		443	9.92556	1011	565.504	1.05773		433	7.44417	428	359.714	0.072557
			15	383		384	0.261097	126	65.2687	0.002026		404	5.48303	864	507.212	1.03479		405	5.74413	441	334.091	0.07071

SCHOLL.IN2   	297	25	2787		2906	4.26982	2995	1602.41	1.17294		2924	4.91568	6369	2275.36	24.3795		2941	5.52565	3870	1754.48	1.26345
			26	2680		2757	2.87313	2027	961.784	0.773843		2806	4.70149	6107	2129.82	23.5962		2816	5.07463	3561	1640.29	1.96502
			27	2580		2657	2.9845	2084	968.837	0.74771		2685	4.06977	5525	1870.53	22.9779		2683	3.99225	5469	1860.16	2.19421
			28	2488		2551	2.53215	1773	489.554	0.645378		2580	3.69775	5165	1695.47	22.3791		2575	3.49678	2445	750.433	2.23417
			29	2402		2439	1.54038	1076	259.253	0.393587		2476	3.08077	4625	1778.57	21.6413		2488	3.58035	2497	701.657	0.696521
			30	2322		2391	2.97158	2075	594.102	0.693402		2393	3.05771	4528	1735.9	21.1095		2404	3.53144	2465	674.667	0.659008
			31	2247		2322	3.33778	2327	728.975	0.740651		2341	4.18336	6650	2596.35	20.3125		2352	4.6729	3257	927.307	1.25895
			32	2177		2238	2.80202	1961	504.471	0.627493		2252	3.44511	5188	1815.79	19.8809		2262	3.90446	2729	922.43	0.556549
			33	2111		2174	2.98437	2087	553.027	0.655578		2213	4.83183	5587	1799.15	18.9833		2216	4.97395	3473	1328.22	0.342093
			34	2049		2119	3.4163	2391	684.372	0.71155		2137	4.29478	5140	1531.31	18.7353		2143	4.5876	3207	1107.94	0.36738
			35	1991		2045	2.7122	1920	505.599	0.572963		2115	6.22803	6485	2133.29	17.7712		2108	5.87644	4125	1508.43	0.156726
			36	1935		2037	5.27132	3677	1327.72	1.07349		2086	7.80362	7527	2257.03	17.12		2061	6.51163	6602	2099.16	0.153006
			37	1883		1987	5.5231	3864	1187.65	1.09082		2033	7.96601	7599	2466.2	16.5883		2042	8.44397	5899	1999.21	0.170802
			38	1834		1929	5.17993	3647	948.767	0.959146		2013	9.76009	8852	2569.27	15.9448		1990	8.506	5965	1653.41	0.165559
			39	1787		1870	4.64466	3275	963.093	0.847691		1935	8.28204	7745	2274.86	15.7787		1939	8.50588	5966	1631.2	0.225091
			40	1742		1816	4.24799	2985	809.525	0.786228		1886	8.26636	7671	2175.76	15.5016		1879	7.86452	3626	1041.47	0.193047
			41	1700		1769	4.05882	2874	720.305	0.733491		1829	7.58824	7163	1903.45	14.9666		1822	7.17647	3225	863.623	0.154295
			42	1659		1723	3.85775	2711	599.26	0.639425		1775	6.99216	6670	1686.72	13.9384		1773	6.87161	6584	1761.72	0.13229
			43	1621		1689	4.19494	2972	605.445	0.665316		1747	7.77298	7213	2070.26	13.5864		1735	7.0327	3215	784.419	0.157849
			44	1584		1667	5.2399	3693	1107.31	0.822233		1686	6.43939	6215	1481.45	13.2315		1684	6.31313	4441	1228.6	0.430746
			45	1549		1624	4.84183	3425	1017.09	0.751768		1647	6.32666	6107	1463.4	13.0271		1649	6.45578	4550	1194.5	0.296326
			46	1515		1593	5.14851	3623	980.515	0.774728		1609	6.20462	7361	2013.37	12.868		1612	6.40264	4497	1148.71	0.248667
			47	1483		1554	4.78759	3383	951.192	0.692658		1608	8.42886	7529	1891.58	12.2978		1593	7.4174	5216	1588.11	0.105948
			48	1452		1533	5.57851	3929	979.881	0.807179		1559	7.36915	6736	1768.33	11.1721		1552	6.88705	4841	1314.33	0.120459
			49	1423		1517	6.60576	4678	1489.24	0.830744		1532	7.65987	6945	1766.69	10.7879		1529	7.44905	5266	1493.16	0.221512
			50	1394		1479	6.09756	4295	1354.31	0.776645		1494	7.1736	6539	1597.66	10.5712		1495	7.24534	6590	1768.54	0.266602
			51	1386		1447	4.40115	4142	1296.18	0.480794		1468	5.91631	6681	1635.54	9.28545		1473	6.27706	5468	1440.55	0.232139
			52	1386		1414	2.0202	3873	1235.91	0.225447		1428	3.0303	6029	1559.94	9.17287		1434	3.4632	4913	1454.55	0.132156

