-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

								Lower Bound					Upper Bound					Binary Search
						---------------------------------------------		---------------------------------------------		---------------------------------------------
Problem		n	m	c*		c	%dev	BD	SX	CPU(time)		c	%dev	BD	SX	CPU(time)		c	%dev	BD	SX	CPU(time)
			5	30080		30226	0.485372	731	490.809	0.294174		30815	2.44348	34703	30807.8	71.2668		30815	2.44348	3676	3258.98	18.0919
			6	25067		25264	0.785894	1185	619.999	0.547234		25624	2.22204	29667	25588.3	55.5141		25624	2.22204	3345	3057.56	12.9092
			7	21486		21928	2.05715	3097	3075.04	0.988419		21928	2.05715	25116	21979.2	46.3337		21928	2.05715	3097	3075.04	11.7705
			8	18800		18901	0.537234	809	537.177	0.239997		19060	1.38298	21515	17074.9	41.6305		19060	1.38298	2081	1435.51	10.2905
			9	16711		16948	1.41823	2133	1078.34	0.680156		16948	1.41823	19172	16860.7	37.6907		16948	1.41823	2133	1078.34	9.69742
			10	15040		15841	5.3258	8011	7321.86	1.85048		15841	5.3258	23943	16524.2	33.9697		15841	5.3258	8011	7321.86	7.30874
			11	13673		14126	3.3131	4987	4149.45	1.18756		14126	3.3131	19204	12188.6	31.4062		14126	3.3131	4987	4149.45	7.18775
			12	12534		12850	2.52114	3801	2213.62	0.936706		12850	2.52114	17187	11332.4	28.8622		12850	2.52114	3801	2213.62	6.9649
			13	11570		11950	3.28436	4951	2246.82	0.892615		11950	3.28436	18328	10377.3	26.3543		11950	3.28436	4951	2246.82	2.84751
			14	10747		10984	2.20527	3377	1880.98	0.54575		10984	2.20527	16758	9809.34	25.5765		10984	2.20527	3377	1880.98	2.82801
			15	10035		10376	3.39811	5241	2201.45	0.872714		10376	3.39811	15870	10459.1	23.1797		10376	3.39811	5241	2201.45	2.34558
			16	9412		9740	3.48491	5441	1719.31	0.803564		9740	3.48491	15181	9801.4	21.8357		9740	3.48491	5441	1719.31	2.0832
			17	8855		9118	2.97007	4607	1778.54	0.656401		9118	2.97007	14423	9208.87	20.9117		9118	2.97007	4607	1778.54	2.16923
			18	8376		8607	2.75788	4527	1675.21	0.651279		8607	2.75788	13670	8690.01	19.877		8607	2.75788	4527	1675.21	2.14882
			19	7920		8289	4.65909	7092	2096.35	0.913958		8289	4.65909	15472	8511.98	18.6342		8289	4.65909	7092	2096.35	1.59394
			20	7520		8030	6.78191	10201	5324.89	1.32827		8070	7.31383	19071	9443.48	17.3445		8070	7.31383	11001	5050.4	1.02908
			21	7181		7651	6.54505	10272	4348.14	1.33413		7651	6.54505	18621	9048.15	16.697		7651	6.54505	10272	4348.14	1.12699
			22	6839		7285	6.52142	9871	4372.38	1.15538		7285	6.52142	17247	6974.43	16.0785		7285	6.52142	9871	4372.38	1.18207
			23	6551		6962	6.27385	9727	3767.3	1.07633		6962	6.27385	16780	6383.22	15.4099		6962	6.27385	9727	3767.3	1.07618
			24	6273		6663	6.21712	9513	3118.08	1.01474		6734	7.34896	18042	6998.92	14.7779		6734	7.34896	11217	3604.77	0.855275
			25	6085		6490	6.65571	11851	3894.43	1.28197		6490	6.65571	18715	6460.64	14.2175		6490	6.65571	11851	3894.43	0.791118
			26	5844		6174	5.64682	10125	3434.93	1.02466		6174	5.64682	17523	5602.8	14.042		6174	5.64682	10125	3434.93	0.958955
			27	5689		6084	6.94322	13869	3824.79	1.10681		6084	6.94322	21177	6502.34	13.2329		6084	6.94322	13869	3824.79	0.330503

BARTHOL2.IN2   	148	27	157		161	2.54777	113	32.4808	0.007263		161	2.54777	292	144.651	0.522211		161	2.54777	113	32.4808	0.084856
			28	152		154	1.31579	78	21.4009	0.005035		154	1.31579	272	131.659	0.529908		154	1.31579	78	21.4009	0.057765
			29	146		151	3.42466	145	43.8976	0.028886		151	3.42466	296	129.677	0.470118		151	3.42466	145	43.8976	0.033776
			30	142		144	1.40845	86	30.0666	0.033026		144	1.40845	248	124.932	0.47911		144	1.40845	86	30.0666	0.063777
			31	137		140	2.18978	106	41.9047	0.006978		142	3.64963	310	132.454	0.474872		142	3.64963	168	69.0652	0.036285
			32	133		137	3.00752	150	43.6119	0.029547		137	3.00752	287	122.911	0.464451		137	3.00752	150	43.6119	0.026742
			33	129		132	2.32558	122	33.2265	0.015073		132	2.32558	254	104.087	0.462446		132	2.32558	122	33.2265	0.06465
			34	125		128	2.4	118	52.5928	0.049289		130	4	316	127.898	0.43011		130	4	186	70.4982	0.023612
			35	121		127	4.95868	211	68.942	0.016664		127	4.95868	338	128.546	0.426658		127	4.95868	211	68.942	0.033034
			36	118		123	4.23729	194	92.9193	0.016377		123	4.23729	317	115.59	0.429411		123	4.23729	194	92.9193	0.056207
			37	115		119	3.47826	169	36.8646	0.027282		119	3.47826	322	98.9444	0.399244		119	3.47826	169	36.8646	0.051693
			38	112		116	3.57143	174	53.4416	0.03008		116	3.57143	330	105.014	0.39147		116	3.57143	174	53.4416	0.055164
			39	109		113	3.66972	173	40.7308	0.028562		113	3.66972	305	106.813	0.396936		113	3.66972	173	40.7308	0.030378
			40	106		110	3.77358	166	45.9565	0.025484		112	5.66038	358	110.86	0.396053		112	5.66038	246	86.4639	0.027756
			41	104		107	2.88462	153	36.2905	0.007622		107	2.88462	319	73.7089	0.419126		107	2.88462	153	36.2905	0.046948
			42	101		107	5.94059	153	36.2905	0.02636		107	5.94059	367	107.28	0.384113		107	5.94059	153	36.2905	0.019589
			43	99		103	4.0404	195	41.1218	0.018141		105	6.06061	404	110.725	0.384645		105	6.06061	281	96.286	0.029361
			44	97		101	4.12371	210	43.0116	0.027988		101	4.12371	311	93.2684	0.365789		101	4.12371	210	43.0116	0.015794
			45	95		100	5.26316	266	90.1221	0.033087		100	5.26316	366	97.0979	0.360584		100	5.26316	266	90.1221	0.028357
			46	93		96	3.22581	182	35.805	0.04332		96	3.22581	318	82.0244	0.347362		96	3.22581	182	35.805	0.035335
			47	91		94	3.2967	184	34.2637	0.025117		94	3.2967	318	80.5109	0.367478		94	3.2967	184	34.2637	0.035831
			48	89		93	4.49438	230	47.0532	0.023279		93	4.49438	370	100.856	0.326844		93	4.49438	230	47.0532	0.033375
			49	87		90	3.44828	176	45.9565	0.007548		90	3.44828	299	81.9695	0.328201		90	3.44828	176	45.9565	0.055
			50	85		89	4.70588	216	50.7346	0.038354		89	4.70588	305	81.9939	0.301805		89	4.70588	216	50.7346	0.049396
			51	84		87	3.57143	203	38.7943	0.032009		87	3.57143	309	83.4925	0.319419		87	3.57143	203	38.7943	0.014082

BARTHOLD.IN2   	148	3	1878		1879	0.0532481	3	2.23607	0.001845		1879	0.0532481	1882	1845.28	4.98516		1879	0.0532481	3	2.23607	1.26043
			4	1409		1409	0	2	1.41421	0.001799		1409	0	1411	1375.29	3.86791		1409	0	2	1.41421	0.945294
			5	1127		1129	0.177462	11	8.18535	0.029081		1129	0.177462	1140	1095.52	3.09277		1129	0.177462	11	8.18535	0.766913
			6	939		940	0.106496	6	3.74166	0.002		940	0.106496	946	906.31	2.6098		940	0.106496	6	3.74166	0.660371
			7	805		808	0.372671	22	12	0.004804		808	0.372671	830	774.677	2.24185		808	0.372671	22	12	0.592966
			8	705		706	0.141844	14	7.48331	0.02347		706	0.141844	720	672.364	2.01514		706	0.141844	14	7.48331	0.551253
			9	626		628	0.319489	18	8.94427	0.003056		628	0.319489	646	594.443	1.81586		628	0.319489	18	8.94427	0.497105
			10	564		567	0.531915	36	14.2127	0.025373		567	0.531915	603	533.791	1.63724		567	0.531915	36	14.2127	0.223109
			11	513		517	0.779727	53	29.0345	0.025863		517	0.779727	570	485.699	1.53164		517	0.779727	53	29.0345	0.177911
			12	470		473	0.638298	42	18.9209	0.014308		473	0.638298	515	439.79	1.44942		473	0.638298	42	18.9209	0.182929
			13	434		440	1.38249	86	50.3389	0.05409		457	5.29954	764	491.221	1.24638		457	5.29954	307	264.577	0.123542
			14	403		405	0.496278	36	12.5698	0.004714		437	8.43672	921	554.89	1.12595		429	6.45161	372	328.381	0.115611
			15	383		384	0.261097	126	99.7296	0.002411		398	3.91645	768	491.632	1.12467		398	3.91645	336	284.84	0.179527

SCHOLL.IN2   	297	25	2787		2887	3.58809	2520	1554.57	1.04693		2887	3.58809	5407	2195.69	26.0092		2887	3.58809	2520	1554.57	2.60628
			26	2680		2765	3.17164	2235	1413.74	0.921309		2765	3.17164	5000	1945.54	25.4252		2765	3.17164	2235	1413.74	2.60153
			27	2580		2644	2.48062	1733	778.985	0.677992		2644	2.48062	4377	1718.28	24.7033		2644	2.48062	1733	778.985	2.70334
			28	2488		2535	1.88907	1325	540.345	0.502516		2547	2.37138	4208	1625.03	24.0099		2547	2.37138	1661	830.429	2.64151
			29	2402		2426	0.999167	699	183.087	0.273668		2426	0.999167	3125	1299.72	23.5326		2426	0.999167	699	183.087	1.37076
			30	2322		2391	2.97158	2075	762.427	0.789406		2391	2.97158	4466	1869.66	22.6012		2391	2.97158	2075	762.427	0.836612
			31	2247		2312	2.89275	2017	799.43	0.736368		2312	2.89275	5722	2672.36	21.9234		2312	2.89275	2017	799.43	2.36766
			32	2177		2217	1.83739	1289	418.02	0.466542		2219	1.92926	4965	2454.27	21.0227		2219	1.92926	1353	422.983	2.29588
			33	2111		2162	2.41592	1691	546.056	0.523841		2162	2.41592	3853	1648.08	19.2479		2162	2.41592	1691	546.056	0.859122
			34	2049		2107	2.83065	1983	730.139	0.604749		2107	2.83065	4617	1751.46	18.4874		2107	2.83065	1983	730.139	0.723516
			35	1991		2042	2.56153	1815	712.182	0.524809		2042	2.56153	3857	1690.69	18.0225		2042	2.56153	1815	712.182	0.736406
			36	1935		2036	5.21964	3641	1665.69	1.01521		2036	5.21964	5677	2106.45	17.1485		2036	5.21964	3641	1665.69	0.268244
			37	1883		1974	4.83271	3383	1109.48	0.940245		1996	6.00106	6193	1954.54	15.3787		1996	6.00106	4197	1516.41	0.594515
			38	1834		1920	4.6892	3305	1088.65	0.789379		1923	4.85278	5342	1605.21	14.7327		1923	4.85278	3419	1153.71	1.27148
			39	1787		1851	3.58142	2534	849.926	0.602746		1855	3.80526	4545	1420.44	13.3272		1855	3.80526	2690	864.029	1.26409
			40	1742		1791	2.81286	1985	797.087	0.422607		1799	3.2721	4104	1276.89	12.4099		1799	3.2721	2305	741.978	1.14188
			41	1700		1749	2.88235	2054	612.483	0.359954		1762	3.64706	4349	1267.01	10.9143		1762	3.64706	2587	869.973	0.31924
			42	1659		1704	2.71248	1913	594.97	0.337996		1704	2.71248	3617	1518.82	10.944		1704	2.71248	1913	594.97	0.46593
			43	1621		1698	4.75015	3359	1504.79	0.559043		1698	4.75015	5057	1706.31	10.3497		1698	4.75015	3359	1504.79	0.113451
			44	1584		1655	4.48232	3165	1067.54	0.548683		1655	4.48232	4820	1503.13	10.2013		1655	4.48232	3165	1067.54	0.931148
			45	1549		1614	4.19626	2975	1062.84	0.501184		1614	4.19626	4589	1414.25	10.0564		1614	4.19626	2975	1062.84	0.962264
			46	1515		1571	3.69637	2611	901.443	0.423566		1583	4.48845	4746	1314.43	9.83979		1583	4.48845	3163	1023.11	0.663299
			47	1483		1540	3.84356	2725	891.518	0.44743		1540	3.84356	4265	1518.2	9.75084		1540	3.84356	2725	891.518	0.304465
			48	1452		1533	5.57851	3929	1475.03	0.638439		1533	5.57851	5462	1723.1	9.35749		1533	5.57851	3929	1475.03	0.119483
			49	1423		1490	4.70836	3355	1238.86	0.533919		1513	6.32467	5995	1758.1	9.19169		1513	6.32467	4482	1527.48	0.345024
			50	1394		1454	4.30416	3045	1140.75	0.475655		1472	5.59541	5417	1548.19	9.04813		1472	5.59541	3945	1269.58	0.443829
			51	1386		1432	3.3189	3377	1151.22	0.303795		1438	3.7518	5121	1483.15	7.76176		1438	3.7518	3683	1182.83	0.310907
			52	1386		1393	0.50505	2781	1017.58	0.046658		1402	1.1544	4651	1383.43	7.65987		1402	1.1544	3249	1100.05	0.452403

