-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

								Lower Bound					Upper Bound					Binary Search
						---------------------------------------------		---------------------------------------------		---------------------------------------------
Problem		n	m	c*		c	%dev	BD	SX	CPU(time)		c	%dev	BD	SX	CPU(time)		c	%dev	BD	SX	CPU(time)
ARC111.IN2   	111	3	50133		50137	0.00797878	12	9.48683	0.00584		50137	0.00797878	50149	nan	53.2952		50137	0.00797878	12	9.48683	28.2074
			4	37600		37684	0.223404	337	304.426	0.106051		37684	0.223404	38112	37525.6	41.2089		37684	0.223404	337	304.426	11.3323
			5	30080		30226	0.485372	731	490.809	0.19626		30815	2.44348	34703	30807.8	34.5686		30815	2.44348	3676	3258.98	8.20133
			6	25067		25264	0.785894	1185	619.999	0.266572		25624	2.22204	29667	25588.3	29.8156		25624	2.22204	3345	3057.56	7.38043
			7	21486		21928	2.05715	3097	3075.04	0.598989		21928	2.05715	25116	21979.2	25.9105		21928	2.05715	3097	3075.04	6.39852
			8	18800		18901	0.537234	809	537.177	0.142961		19060	1.38298	21515	17074.9	23.3536		19060	1.38298	2081	1435.51	5.78671
			9	16711		16948	1.41823	2133	1078.34	0.315841		16948	1.41823	19172	16860.7	20.8669		16948	1.41823	2133	1078.34	5.26526
			10	15040		15841	5.3258	8011	7321.86	1.04952		15841	5.3258	23943	16524.2	18.3698		15841	5.3258	8011	7321.86	3.98671
			11	13673		14126	3.3131	4987	4149.45	0.605678		14126	3.3131	19204	12188.6	17.1543		14126	3.3131	4987	4149.45	4.10855
			12	12534		12850	2.52114	3801	2213.62	0.443923		12850	2.52114	17187	11332.4	15.8881		12850	2.52114	3801	2213.62	3.9389
			13	11570		11950	3.28436	4951	2246.82	0.504762		11950	3.28436	18328	10377.3	14.6894		11950	3.28436	4951	2246.82	1.49845
			14	10747		10984	2.20527	3377	1880.98	0.324528		10984	2.20527	16758	9809.34	13.9016		10984	2.20527	3377	1880.98	1.57867
			15	10035		10376	3.39811	5241	2201.45	0.467826		10376	3.39811	15870	10459.1	13.1157		10376	3.39811	5241	2201.45	1.30673
			16	9412		9740	3.48491	5441	1719.31	0.463409		9740	3.48491	15181	9801.4	12.2055		9740	3.48491	5441	1719.31	1.15196
			17	8855		9118	2.97007	4607	1778.54	0.389478		9118	2.97007	14423	9208.87	11.6758		9118	2.97007	4607	1778.54	1.2147
			18	8377		8607	2.74561	4527	1675.21	0.368767		8607	2.74561	13670	8690.01	11.0604		8607	2.74561	4527	1675.21	1.16886
			19	7928		8289	4.55348	7092	2096.35	0.545263		8289	4.55348	15472	8511.98	10.4501		8289	4.55348	7092	2096.35	0.968624
			20	7526		8030	6.69678	10201	5324.89	0.749195		8070	7.22828	19071	9443.48	9.59545		8070	7.22828	11001	5050.4	0.556247
			21	7188		7651	6.44129	10272	4348.14	0.732557		7651	6.44129	18621	9048.15	9.29084		7651	6.44129	10272	4348.14	0.62977
			22	6859		7285	6.21082	9871	4372.38	0.673909		7285	6.21082	17247	6974.43	8.92948		7285	6.21082	9871	4372.38	0.650006
			23	6561		6962	6.11187	9727	3767.3	0.610006		6962	6.11187	16780	6383.22	8.63168		6962	6.11187	9727	3767.3	0.599658
			24	6289		6663	5.94689	9513	3118.08	0.581951		6734	7.07585	18042	6998.92	8.17218		6734	7.07585	11217	3604.77	0.477907
			25	6106		6490	6.2889	11851	3894.43	0.68742		6490	6.2889	18715	6460.64	8.1125		6490	6.2889	11851	3894.43	0.475217
			26	5856		6174	5.43033	10125	3434.93	0.59174		6174	5.43033	17523	5602.8	7.9001		6174	5.43033	10125	3434.93	0.539779
			27	5689		6084	6.94322	13869	3824.79	0.639291		6084	6.94322	21177	6502.34	7.4219		6084	6.94322	13869	3824.79	0.182678

BARTHOL2.IN2   	148	27	157		161	2.54777	113	32.4808	0.011866		161	2.54777	292	144.651	0.304612		161	2.54777	113	32.4808	0.038171
			28	152		154	1.31579	78	21.4009	0.009374		154	1.31579	272	131.659	0.292532		154	1.31579	78	21.4009	0.040408
			29	146		151	3.42466	145	43.8976	0.013659		151	3.42466	296	129.677	0.275073		151	3.42466	145	43.8976	0.020507
			30	142		144	1.40845	86	30.0666	0.010068		144	1.40845	248	124.932	0.268929		144	1.40845	86	30.0666	0.038827
			31	137		140	2.18978	106	41.9047	0.011598		142	3.64963	310	132.454	0.254885		142	3.64963	168	69.0652	0.023984
			32	133		137	3.00752	150	43.6119	0.011622		137	3.00752	287	122.911	0.26832		137	3.00752	150	43.6119	0.028157
			33	129		132	2.32558	122	33.2265	0.013165		132	2.32558	254	104.087	0.264771		132	2.32558	122	33.2265	0.032407
			34	125		128	2.4	118	52.5928	0.009249		130	4	316	127.898	0.239212		130	4	186	70.4982	0.020727
			35	121		127	4.95868	211	68.942	0.018887		127	4.95868	338	128.546	0.235945		127	4.95868	211	68.942	0.01318
			36	118		123	4.23729	194	92.9193	0.01823		123	4.23729	317	115.59	0.23757		123	4.23729	194	92.9193	0.025911
			37	115		119	3.47826	169	36.8646	0.015066		119	3.47826	322	98.9444	0.239788		119	3.47826	169	36.8646	0.026556
			38	112		116	3.57143	174	53.4416	0.01442		116	3.57143	330	105.014	0.228255		116	3.57143	174	53.4416	0.026644
			39	109		113	3.66972	173	40.7308	0.01455		113	3.66972	305	106.813	0.224907		113	3.66972	173	40.7308	0.023875
			40	106		110	3.77358	166	45.9565	0.020107		112	5.66038	358	110.86	0.21525		112	5.66038	246	86.4639	0.023318
			41	104		107	2.88462	153	36.2905	0.017896		107	2.88462	319	73.7089	0.221799		107	2.88462	153	36.2905	0.02684
			42	101		107	5.94059	153	36.2905	0.01866		107	5.94059	367	107.28	0.214372		107	5.94059	153	36.2905	0.016131
			43	99		103	4.0404	195	41.1218	0.013636		105	6.06061	404	110.725	0.199913		105	6.06061	281	96.286	0.022714
			44	97		101	4.12371	210	43.0116	0.015306		101	4.12371	311	93.2684	0.203642		101	4.12371	210	43.0116	0.021296
			45	95		100	5.26316	266	90.1221	0.016832		100	5.26316	366	97.0979	0.193695		100	5.26316	266	90.1221	0.017746
			46	93		96	3.22581	182	35.805	0.013303		96	3.22581	318	82.0244	0.192896		96	3.22581	182	35.805	0.02339
			47	91		94	3.2967	184	34.2637	0.015458		94	3.2967	318	80.5109	0.201239		94	3.2967	184	34.2637	0.023849
			48	89		93	4.49438	230	47.0532	0.015312		93	4.49438	370	100.856	0.19583		93	4.49438	230	47.0532	0.018336
			49	87		90	3.44828	176	45.9565	0.013673		90	3.44828	299	81.9695	0.236799		90	3.44828	176	45.9565	0.026312
			50	85		89	4.70588	216	50.7346	0.017009		89	4.70588	305	81.9939	0.186991		89	4.70588	216	50.7346	0.015549
			51	84		87	3.57143	203	38.7943	0.012342		87	3.57143	309	83.4925	0.192245		87	3.57143	203	38.7943	0.022013

BARTHOLD.IN2   	148	3	1878		1879	0.0532481	3	2.23607	0.003569		1879	0.0532481	1882	1845.28	2.81875		1879	0.0532481	3	2.23607	0.699146
			4	1409		1409	0	2	1.41421	0.0046		1409	0	1411	1375.29	2.25524		1409	0	2	1.41421	0.547878
			5	1127		1129	0.177462	11	8.18535	0.004844		1129	0.177462	1140	1095.52	1.72129		1129	0.177462	11	8.18535	0.435079
			6	939		940	0.106496	6	3.74166	0.002547		940	0.106496	946	906.31	1.4689		940	0.106496	6	3.74166	0.36955
			7	805		808	0.372671	22	12	0.008879		808	0.372671	830	774.677	1.25219		808	0.372671	22	12	0.332021
			8	705		706	0.141844	14	7.48331	0.004613		706	0.141844	720	672.364	1.09854		706	0.141844	14	7.48331	0.292094
			9	626		628	0.319489	18	8.94427	0.004097		628	0.319489	646	594.443	1.03768		628	0.319489	18	8.94427	0.26658
			10	564		567	0.531915	36	14.2127	0.008024		567	0.531915	603	533.791	0.915466		567	0.531915	36	14.2127	0.122188
			11	513		517	0.779727	53	29.0345	0.010692		517	0.779727	570	485.699	0.86189		517	0.779727	53	29.0345	0.109799
			12	470		473	0.638298	42	18.9209	0.009107		473	0.638298	515	439.79	0.80637		473	0.638298	42	18.9209	0.107161
			13	434		440	1.38249	86	50.3389	0.014253		457	5.29954	764	491.221	0.722876		457	5.29954	307	264.577	0.059612
			14	403		405	0.496278	36	12.5698	0.009046		437	8.43672	921	554.89	0.67692		429	6.45161	372	328.381	0.063943
			15	383		384	0.261097	126	99.7296	0.003571		398	3.91645	768	491.632	0.632094		398	3.91645	336	284.84	0.099401

SCHOLL.IN2   	297	25	2787		2887	3.58809	2520	1554.57	0.567874		2887	3.58809	5407	2195.69	14.2075		2887	3.58809	2520	1554.57	1.37927
			26	2680		2765	3.17164	2235	1413.74	0.472525		2765	3.17164	5000	1945.54	13.9189		2765	3.17164	2235	1413.74	1.43682
			27	2580		2644	2.48062	1733	778.985	0.378767		2644	2.48062	4377	1718.28	13.4905		2644	2.48062	1733	778.985	1.46822
			28	2488		2535	1.88907	1325	540.345	0.279449		2547	2.37138	4208	1625.03	13.0071		2547	2.37138	1661	830.429	1.44871
			29	2402		2426	0.999167	699	183.087	0.15663		2426	0.999167	3125	1299.72	12.8551		2426	0.999167	699	183.087	0.728583
			30	2322		2391	2.97158	2075	762.427	0.421966		2391	2.97158	4466	1869.66	12.2241		2391	2.97158	2075	762.427	0.448017
			31	2247		2312	2.89275	2017	799.43	0.385456		2312	2.89275	5722	2672.36	13.8363		2312	2.89275	2017	799.43	1.27081
			32	2177		2217	1.83739	1289	418.02	0.25106		2219	1.92926	4965	2454.27	15.079		2219	1.92926	1353	422.983	1.32594
			33	2111		2162	2.41592	1691	546.056	0.307207		2162	2.41592	3853	1648.08	14.8098		2162	2.41592	1691	546.056	0.506959
			34	2049		2107	2.83065	1983	730.139	1.05358		2107	2.83065	4617	1751.46	15.6386		2107	2.83065	1983	730.139	1.16295
			35	1991		2042	2.56153	1815	712.182	0.950934		2042	2.56153	3857	1690.69	17.0683		2042	2.56153	1815	712.182	0.475142
			36	1935		2036	5.21964	3641	1665.69	0.629936		2036	5.21964	5677	2106.45	16.4885		2036	5.21964	3641	1665.69	0.148511
			37	1883		1974	4.83271	3383	1109.48	0.562501		1996	6.00106	6193	1954.54	16.1575		1996	6.00106	4197	1516.41	0.402384
			38	1834		1920	4.6892	3305	1088.65	1.2879		1923	4.85278	5342	1605.21	17.5891		1923	4.85278	3419	1153.71	1.25139
			39	1787		1851	3.58142	2534	849.926	0.591849		1855	3.80526	4545	1420.44	12.6865		1855	3.80526	2690	864.029	1.51293
			40	1742		1791	2.81286	1985	797.087	0.515114		1799	3.2721	4104	1276.89	12.3555		1799	3.2721	2305	741.978	1.10902
			41	1700		1749	2.88235	2054	612.483	0.421612		1762	3.64706	4349	1267.01	13.9808		1762	3.64706	2587	869.973	0.414428
			42	1659		1704	2.71248	1913	594.97	0.388978		1704	2.71248	3617	1518.82	12.0457		1704	2.71248	1913	594.97	0.524743
			43	1621		1698	4.75015	3359	1504.79	0.58432		1698	4.75015	5057	1706.31	10.4163		1698	4.75015	3359	1504.79	0.12072
			44	1584		1655	4.48232	3165	1067.54	0.525029		1655	4.48232	4820	1503.13	9.94585		1655	4.48232	3165	1067.54	0.976841
			45	1549		1614	4.19626	2975	1062.84	0.556551		1614	4.19626	4589	1414.25	10.2028		1614	4.19626	2975	1062.84	1.03986
			46	1515		1571	3.69637	2611	901.443	0.469927		1583	4.48845	4746	1314.43	11.775		1583	4.48845	3163	1023.11	0.852451
			47	1483		1540	3.84356	2725	891.518	0.503311		1540	3.84356	4265	1518.2	9.9716		1540	3.84356	2725	891.518	0.27733
			48	1452		1533	5.57851	3929	1475.03	0.592891		1533	5.57851	5462	1723.1	9.149		1533	5.57851	3929	1475.03	0.131167
			49	1427		1490	4.41486	3355	1238.86	0.618044		1513	6.02663	5995	1758.1	9.43982		1513	6.02663	4482	1527.48	0.3558
			50	1394		1454	4.30416	3045	1140.75	0.471229		1472	5.59541	5417	1548.19	9.47078		1472	5.59541	3945	1269.58	0.49442
			51	1386		1432	3.3189	3377	1151.22	0.388112		1438	3.7518	5121	1483.15	8.67364		1438	3.7518	3683	1182.83	0.325644
			52	1386		1393	0.50505	2781	1017.58	0.056797		1402	1.1544	4651	1383.43	8.92713		1402	1.1544	3249	1100.05	0.504302

