-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

								Lower Bound					Upper Bound					Binary Search
						---------------------------------------------		---------------------------------------------		---------------------------------------------
Problem		n	m	c*		c	%dev	BD	SX	CPU(time)		c	%dev	BD	SX	CPU(time)		c	%dev	BD	SX	CPU(time)
			9	16711		17226	3.0818	4635	2030.14	0.894392		17226	3.0818	24056	15328.3	28.0367		17226	3.0818	4635	2030.14	6.81722
			10	15040		16119	7.1742	10791	6082.92	1.80265		16119	7.1742	32618	17661.9	24.6086		16119	7.1742	10791	6082.92	4.82011
			11	13673		14530	6.26783	9431	5686.16	1.44525		14530	6.26783	24861	14694.6	23.3113		14530	6.26783	9431	5686.16	4.50465
			12	12534		13402	6.92516	10425	4684.68	1.50991		13402	6.92516	26023	13610	21.0999		13402	6.92516	10425	4684.68	4.11582
			13	11570		12448	7.58859	11425	5644.36	1.64775		12448	7.58859	24733	12174.9	19.8189		12448	7.58859	11425	5644.36	3.88823
			14	10747		11486	6.87634	10405	4940.73	1.45001		11486	6.87634	23722	10594.7	18.3128		11486	6.87634	10405	4940.73	3.83938
			15	10035		10715	6.77628	10326	5317.74	1.2288		10715	6.77628	24005	10854.3	17.4128		10715	6.77628	10326	5317.74	3.68314
			16	9412		10565	12.2503	18641	7608.43	2.21405		10565	12.2503	32170	11674.7	15.7597		10565	12.2503	18641	7608.43	0.733216
			17	8855		9726	9.83625	14943	5061.58	1.6348		9726	9.83625	30867	11883.1	15.5803		9726	9.83625	14943	5061.58	2.95639
			18	8376		9690	15.6877	24021	8510.35	2.5907		9690	15.6877	40001	14146.5	13.3573		9690	15.6877	24021	8510.35	0.217969
			19	7920		8510	7.44949	11291	4093.19	1.09853		8510	7.44949	27224	10563.7	14.0473		8510	7.44949	11291	4093.19	2.93045
			20	7520		8377	11.3963	17141	6156.78	1.81847		8377	11.3963	31716	10402.3	13.0171		8377	11.3963	17141	6156.78	0.764593
			21	7181		8070	12.3799	19071	6072.98	1.89003		8070	12.3799	27141	10027.7	12.118		8070	12.3799	19071	6072.98	0.947377
			22	6839		7693	12.4872	18847	7684.33	1.79469		7693	12.4872	27279	9334.77	11.8087		7693	12.4872	18847	7684.33	0.975269
			23	6551		7467	13.9826	21342	7187.99	1.9022		7467	13.9826	29709	9538.13	11.1852		7467	13.9826	21342	7187.99	0.677252
			24	6273		7203	14.8254	22473	7362.78	1.94968		7203	14.8254	31507	9696.55	11.0052		7203	14.8254	22473	7362.78	1.35305
			25	6085		7021	15.3821	25126	7636.87	2.1724		7021	15.3821	33574	9793.18	10.3365		7021	15.3821	25126	7636.87	1.35993
			26	5844		6468	10.6776	17769	5498.79	1.45208		6670	14.1342	31887	9698.61	10.2488		6670	14.1342	23021	6799.57	1.29498
			27	5689		6468	13.6931	17769	5498.79	1.70689		6468	13.6931	31241	7997.15	9.72103		6468	13.6931	17769	5498.79	0.02567

BARTHOL2.IN2   	148	27	157		168	7.00637	302	151.479	0.0309		168	7.00637	470	168.493	0.459477		168	7.00637	302	151.479	0.033908
			28	152		161	5.92105	274	90.2552	0.035738		161	5.92105	435	140.766	0.420938		161	5.92105	274	90.2552	0.050395
			29	146		159	8.90411	377	130.755	0.038399		159	8.90411	536	174.034	0.427545		159	8.90411	377	130.755	0.031669
			30	142		150	5.6338	266	69.2676	0.033038		150	5.6338	456	152.296	0.418597		150	5.6338	266	69.2676	0.100048
			31	137		147	7.29927	323	89.3029	0.041032		147	7.29927	510	155.897	0.385569		147	7.29927	323	89.3029	0.033457
			32	133		141	6.01504	278	80.9938	0.042226		141	6.01504	419	143.628	0.364198		141	6.01504	278	80.9938	0.050283
			33	129		136	5.42636	254	59.1101	0.010908		138	6.97674	506	145.774	0.411286		138	6.97674	320	96.5401	0.028921
			34	125		133	6.4	288	74.1889	0.033154		133	6.4	536	158.959	0.368169		133	6.4	288	74.1889	0.015768
			35	121		133	9.91736	288	74.1889	0.051442		133	9.91736	554	162.284	0.331337		133	9.91736	288	74.1889	0.0282
			36	118		128	8.47458	374	105.972	0.061835		128	8.47458	524	151.473	0.348956		128	8.47458	374	105.972	0.029408
			37	115		127	10.4348	465	132.744	0.036543		127	10.4348	751	181.287	0.334552		127	10.4348	465	132.744	0.024716
			38	112		127	13.3929	465	132.744	0.058434		127	13.3929	767	178.216	0.324778		126	12.5	680	151.559	0.00817
			39	109		125	14.6789	641	142.762	0.071716		125	14.6789	766	166.631	0.319011		125	14.6789	641	142.762	0.020343
			40	106		120	13.2075	566	138.903	0.030687		120	13.2075	686	161.474	0.300019		120	13.2075	566	138.903	0.059435
			41	104		119	14.4231	645	157.299	0.052227		119	14.4231	764	175.037	0.279608		119	14.4231	645	157.299	0.027577
			42	101		115	13.8614	596	148.324	0.058258		115	13.8614	733	165	0.282702		115	13.8614	596	148.324	0.054671
			43	99		110	11.1111	496	100.1	0.036944		110	11.1111	654	143.91	0.278439		110	11.1111	496	100.1	0.039607
			44	97		107	10.3093	474	104.346	0.055798		107	10.3093	629	134.963	0.273967		107	10.3093	474	104.346	0.037761
			45	95		106	11.5789	536	107.824	0.065017		106	11.5789	664	133.843	0.272318		106	11.5789	536	107.824	0.021601
			46	93		102	9.67742	458	95.121	0.034975		102	9.67742	600	124.137	0.296225		102	9.67742	458	95.121	0.032398
			47	91		100	9.89011	466	98.1835	0.038106		100	9.89011	588	127.091	0.280445		100	9.89011	466	98.1835	0.035734
			48	89		99	11.236	518	109.289	0.039304		99	11.236	639	129.186	0.249965		99	11.236	518	109.289	0.017814
			49	87		98	12.6437	568	111.463	0.056955		98	12.6437	688	142.007	0.24311		98	12.6437	568	111.463	0.025511
			50	85		93	9.41177	416	86.267	0.03168		95	11.7647	611	122.756	0.249324		95	11.7647	516	112.365	0.070662
			51	84		91	8.33333	407	89.7051	0.041315		91	8.33333	520	118.474	0.251994		91	8.33333	407	89.7051	0.043436

BARTHOLD.IN2   	148	3	1878		1879	0.0532481	3	2.23607	0.001662		1879	0.0532481	1882	1857.13	4.66993		1879	0.0532481	3	2.23607	2.40243
			4	1409		1414	0.354862	22	20.0998	0.02544		1414	0.354862	1436	1392.28	3.5563		1414	0.354862	22	20.0998	0.876909
			5	1127		1131	0.354925	21	14.8661	0.005521		1131	0.354925	1152	1109.32	2.93853		1131	0.354925	21	14.8661	0.770242
			6	939		965	2.7689	156	138.355	0.044416		965	2.7689	1161	950.957	2.43341		965	2.7689	156	138.355	0.555059
			7	805		812	0.869565	50	27.2029	0.039898		812	0.869565	862	790.76	2.08154		812	0.869565	50	27.2029	0.55161
			8	705		709	0.567376	38	20.4939	0.029138		709	0.567376	787	684.191	1.85909		709	0.567376	38	20.4939	0.469203
			9	626		631	0.798722	45	19.6723	0.040628		631	0.798722	698	613.989	1.69822		631	0.798722	45	19.6723	0.427842
			10	564		570	1.06383	66	30.8221	0.032643		570	1.06383	636	549.301	1.55512		570	1.06383	66	30.8221	0.187912
			11	513		535	4.2885	251	223.533	0.070885		535	4.2885	808	541.282	1.37859		535	4.2885	251	223.533	0.12354
			12	470		484	2.97872	174	139.664	0.05718		487	3.61702	775	507.782	1.27717		487	3.61702	210	152.145	0.294791
			13	434		442	1.84332	112	57.81	0.027793		442	1.84332	695	435.193	1.23527		442	1.84332	112	57.81	0.14915
			14	403		415	2.97767	176	81.4862	0.041296		415	2.97767	625	391.171	1.12555		415	2.97767	176	81.4862	0.116844
			15	383		383	0	111	45.1553	0.00097		389	1.56658	624	381.607	1.08047		389	1.56658	201	113.062	0.114903

SCHOLL.IN2   	297	25	2787		2943	5.59742	3920	1710.53	1.50017		2943	5.59742	6863	2368.11	24.0996		2943	5.59742	3920	1710.53	1.82866
			26	2680		2812	4.92537	3457	1547.91	1.2594		2812	4.92537	6269	2074.53	23.5813		2812	4.92537	3457	1547.91	1.94963
			27	2580		2689	4.22481	2948	1396.71	1.06601		2689	4.22481	5637	1845.3	22.8971		2689	4.22481	2948	1396.71	2.04059
			28	2488		2562	2.97428	2081	686.533	0.718145		2562	2.97428	4643	1531.86	22.2619		2562	2.97428	2081	686.533	2.26283
			29	2402		2466	2.66445	1859	494.83	0.638687		2466	2.66445	4325	1471.7	21.7595		2466	2.66445	1859	494.83	2.28744
			30	2322		2409	3.74677	2615	1030.81	0.863681		2409	3.74677	5024	1774.01	20.8578		2409	3.74677	2615	1030.81	2.0213
			31	2247		2332	3.78282	2637	963.694	0.796101		2332	3.78282	6362	2559.83	20.3913		2332	3.78282	2637	963.694	1.89035
			32	2177		2286	5.00689	3497	998.276	1.15192		2286	5.00689	7176	2622.25	19.5224		2286	5.00689	3497	998.276	1.07779
			33	2111		2219	5.11606	3572	1065.12	1.10296		2219	5.11606	5791	1830.46	18.8778		2219	5.11606	3572	1065.12	1.52117
			34	2049		2149	4.88043	3411	1115.33	1.0065		2149	4.88043	5560	1613.13	18.403		2149	4.88043	3411	1115.33	1.55754
			35	1991		2086	4.77147	3355	1049.87	0.920444		2086	4.77147	7027	2320.61	17.9668		2086	4.77147	3355	1049.87	1.56261
			36	1935		2083	7.64858	5333	1542.96	1.50748		2083	7.64858	9002	2748.79	16.8981		2083	7.64858	5333	1542.96	0.161862
			37	1883		2027	7.64737	5344	1734.03	1.45212		2027	7.64737	7371	2303.76	16.5751		2027	7.64737	5344	1734.03	0.926102
			38	1834		2018	10.0327	7029	2264.26	1.81886		2018	10.0327	9047	2576.81	15.7355		2018	10.0327	7029	2264.26	0.211158
			39	1787		1960	9.68103	6785	2102.36	1.73737		1960	9.68103	8745	2410.04	15.3679		1960	9.68103	6785	2102.36	1.93661
			40	1742		1895	8.78301	6145	1927.39	1.5611		1912	9.7589	8737	2276.09	15.1467		1912	9.7589	6825	2133.36	1.845
			41	1700		1865	9.70588	6810	1825.05	1.67342		1865	9.70588	8675	2037.87	14.6683		1865	9.70588	6810	1825.05	0.663333
			42	1659		1797	8.31826	5819	1572.85	1.41718		1797	8.31826	7616	1797.03	14.696		1797	8.31826	5819	1572.85	2.14405
			43	1621		1742	7.46453	5251	1385.3	1.26961		1742	7.46453	6993	1682.63	14.5927		1742	7.46453	5251	1385.3	0.863035
			44	1584		1700	7.32323	5145	1276.49	1.22218		1705	7.63889	7070	1629.87	14.1688		1705	7.63889	5365	1351.85	0.818777
			45	1549		1650	6.52034	4595	1215.28	1.06225		1666	7.55326	6981	1637.56	13.8908		1666	7.55326	5315	1360.71	0.817196
			46	1515		1621	6.9967	4911	1208.12	1.1182		1621	6.9967	6532	1573.15	13.0278		1621	6.9967	4911	1208.12	0.385475
			47	1483		1611	8.63115	6062	1534.98	1.2642		1611	8.63115	7673	1759.43	12.2612		1611	8.63115	6062	1534.98	0.404101
			48	1452		1610	10.8815	7625	1755.08	1.55717		1610	10.8815	9235	2189.23	11.5767		1610	10.8815	7625	1755.08	0.11004
			49	1423		1549	8.85453	6246	1684.22	1.21096		1549	8.85453	7795	1937.09	11.6809		1549	8.85453	6246	1684.22	1.60061
			50	1394		1513	8.53659	5995	1625.96	1.14481		1524	9.32568	8069	1910.75	11.4425		1524	9.32568	6545	1694.32	0.484857
			51	1386		1492	7.64791	6437	1618.81	1.02771		1492	7.64791	7929	1891.62	11.1957		1492	7.64791	6437	1618.81	0.62558
			52	1386		1445	4.25685	5485	1370.36	0.586722		1445	4.25685	6930	1604.75	11.2704		1445	4.25685	5485	1370.36	1.03001

