-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

								Lower Bound					Upper Bound					Binary Search
						---------------------------------------------		---------------------------------------------		---------------------------------------------
Problem		n	m	c*		c	%dev	BD	SX	CPU(time)		c	%dev	BD	SX	CPU(time)		c	%dev	BD	SX	CPU(time)
			26	171		179	4.67836	446	155.094	0.023948		179	4.67836	625	194.409	0.259275		179	4.67836	446	155.094	0.007469

ARC111.IN2   	111	3	50133		50374	0.480721	723	527.36	0.400846		50374	0.480721	51188	nan	79.8917		50374	0.480721	723	527.36	42.5353
			4	37600		37865	0.704787	1061	753.07	0.464637		37865	0.704787	39017	37713	62.2024		37865	0.704787	1061	753.07	16.7123
			5	30080		30265	0.615027	926	544.371	0.352294		30265	0.615027	35564	30229	65.524		30265	0.615027	926	544.371	16.2491
			6	25067		25327	1.03722	1563	889.568	0.631565		25327	1.03722	26981	22659.7	46.5322		25327	1.03722	1563	889.568	11.7585
			7	21486		22266	3.63027	5463	3634.23	1.67195		22266	3.63027	27820	19957.4	38.7765		22266	3.63027	5463	3634.23	8.89375
			8	18800		19714	4.8617	7313	4900.79	1.84099		19714	4.8617	27118	18185.3	34.9845		19714	4.8617	7313	4900.79	7.66139
			9	16711		16960	1.49004	2241	1267.46	0.504517		16960	1.49004	22684	15842.4	32.8654		16960	1.49004	2241	1267.46	8.31866
			10	15040		15950	6.05053	9101	5448.97	1.83437		15950	6.05053	25051	16599.9	28.8189		15950	6.05053	9101	5448.97	6.13966
			11	13673		14199	3.847	5790	3410.53	1.05344		14199	3.847	20080	12072.7	27.7978		14199	3.847	5790	3410.53	6.23332
			12	12534		13255	5.75235	8661	3574.22	1.58021		13255	5.75235	22007	11420.4	24.7415		13255	5.75235	8661	3574.22	5.20856
			13	11570		12312	6.41314	9657	4095.63	1.52877		12312	6.41314	22991	11027.5	22.7024		12312	6.41314	9657	4095.63	4.62606
			14	10747		11447	6.51345	9859	4277.23	1.54986		11447	6.51345	25477	12795.2	20.854		11447	6.51345	9859	4277.23	4.31814
			15	10035		10840	8.02192	12201	6235.25	1.73719		10840	8.02192	26645	11966.3	19.5189		10840	8.02192	12201	6235.25	4.03153
			16	9412		10505	11.6128	17681	7958	2.4301		10505	11.6128	32154	12695.9	18.0167		10505	11.6128	17681	7958	1.58832
			17	8855		9387	6.00791	9180	3940.06	1.13234		9387	6.00791	23558	10358.7	17.6494		9387	6.00791	9180	3940.06	3.84957
			18	8376		9226	10.148	15669	5400.39	1.91565		9226	10.148	30048	10827.3	16.063		9226	10.148	15669	5400.39	0.437229
			19	7920		8510	7.44949	11291	4115.05	1.24375		8510	7.44949	25844	9176.03	15.9397		8510	7.44949	11291	4115.05	3.26064
			20	7520		8470	12.633	19001	5907.36	2.13324		8470	12.633	33514	10939.4	14.4525		8470	12.633	19001	5907.36	0.136395
			21	7181		8023	11.7254	18084	6597.06	1.97815		8023	11.7254	26198	10264.2	14.1463		8023	11.7254	18084	6597.06	2.16251
			22	6839		7591	10.9958	16603	6028.13	1.76488		7591	10.9958	25054	9784.03	13.6891		7591	10.9958	16603	6028.13	2.34
			23	6551		7272	11.006	16857	5692.68	1.79837		7272	11.006	24220	7548.07	13.209		7272	11.006	16857	5692.68	1.31443
			24	6273		6860	9.35756	14241	5524.92	1.37709		6860	9.35756	21354	7230.78	12.9538		6860	9.35756	14241	5524.92	2.50553
			25	6085		6795	11.668	19476	6741.36	1.87023		6795	11.668	26362	7774.4	12.1042		6795	11.668	19476	6741.36	0.174658
			26	5844		6637	13.5695	22163	6731.37	2.08451		6637	13.5695	29053	8981.19	11.5296		6637	13.5695	22163	6731.37	0.576563
			27	5689		6125	7.66391	14976	3889.8	1.07278		6125	7.66391	24867	7701.41	11.7444		6125	7.66391	14976	3889.8	2.38343

BARTHOL2.IN2   	148	27	157		165	5.09554	221	78.7718	0.034518		165	5.09554	386	129.7	0.491811		165	5.09554	221	78.7718	0.057949
			28	152		158	3.94737	190	71.1477	0.027295		158	3.94737	348	116.155	0.469185		158	3.94737	190	71.1477	0.071603
			29	146		156	6.84932	290	98.3768	0.053977		156	6.84932	446	143.178	0.438717		156	6.84932	290	98.3768	0.033406
			30	142		152	7.04225	326	109.499	0.052623		152	7.04225	478	140.428	0.446776		152	7.04225	326	109.499	0.02749
			31	137		144	5.10949	230	85.1234	0.026585		144	5.10949	374	104.058	0.457076		144	5.10949	230	85.1234	0.055738
			32	133		142	6.76692	310	94.1807	0.051818		142	6.76692	452	137.23	0.446489		142	6.76692	310	94.1807	0.042528
			33	129		137	6.20155	287	96.8659	0.032763		137	6.20155	424	109.845	0.407154		137	6.20155	287	96.8659	0.048337
			34	125		134	7.2	322	94.8894	0.016639		134	7.2	456	124.411	0.421676		134	7.2	322	94.8894	0.025347
			35	121		128	5.78512	246	82.8975	0.03739		128	5.78512	374	106.546	0.400518		128	5.78512	246	82.8975	0.035414
			36	118		127	7.62712	338	103.15	0.060266		127	7.62712	465	131.708	0.374903		127	7.62712	338	103.15	0.034731
			37	115		124	7.82609	354	98.6813	0.034128		124	7.82609	478	123.976	0.391532		124	7.82609	354	98.6813	0.027798
			38	112		121	8.03571	364	108.959	0.035781		121	8.03571	485	123.365	0.391985		121	8.03571	364	108.959	0.010691
			39	109		117	7.33945	329	88.1192	0.030723		117	7.33945	446	105.915	0.404394		117	7.33945	329	88.1192	0.06247
			40	106		114	7.54717	326	84.605	0.038053		114	7.54717	440	100.777	0.358368		114	7.54717	326	84.605	0.010842
			41	104		112	7.69231	358	90.7634	0.03831		112	7.69231	470	116.876	0.347828		112	7.69231	358	90.7634	0.033777
			42	101		111	9.90099	428	112.969	0.032423		111	9.90099	539	121.725	0.32711		111	9.90099	428	112.969	0.032637
			43	99		107	8.08081	367	89.0562	0.038491		107	8.08081	474	103.373	0.347089		107	8.08081	367	89.0562	0.051687
			44	97		105	8.24742	386	92.8116	0.030217		105	8.24742	491	110.032	0.340052		105	8.24742	386	92.8116	0.017353
			45	95		102	7.36842	356	79.0696	0.05705		102	7.36842	458	100.469	0.337501		102	7.36842	356	79.0696	0.037213
			46	93		101	8.60215	412	96.0417	0.029535		101	8.60215	513	110.014	0.328914		101	8.60215	412	96.0417	0.027383
			47	91		100	9.89011	466	105.47	0.052822		100	9.89011	566	122.139	0.303151		100	9.89011	466	105.47	0.034205
			48	89		99	11.236	518	117.618	0.04336		99	11.236	617	130.127	0.301534		99	11.236	518	117.618	0.034556
			49	87		97	11.4943	519	119.854	0.038914		97	11.4943	616	132.951	0.300679		97	11.4943	519	119.854	0.029576
			50	85		95	11.7647	516	114.21	0.062594		95	11.7647	611	122.593	0.300808		95	11.7647	516	114.21	0.02907
			51	84		92	9.52381	458	104.317	0.014119		92	9.52381	550	109.836	0.303401		92	9.52381	458	104.317	0.059558

BARTHOLD.IN2   	148	3	1878		1883	0.266241	15	11.7047	0.034758		1883	0.266241	1898	1806.58	5.2905		1883	0.266241	15	11.7047	2.65052
			4	1409		1410	0.0709723	6	3.74166	0.002926		1410	0.0709723	1416	1333.92	4.02749		1410	0.0709723	6	3.74166	1.00498
			5	1127		1130	0.266193	16	10.0995	0.004891		1130	0.266193	1146	1054.58	3.28498		1130	0.266193	16	10.0995	0.867156
			6	939		946	0.745474	42	34.4384	0.027932		946	0.745474	988	871.857	2.69085		946	0.745474	42	34.4384	0.699479
			7	805		818	1.61491	92	79.2843	0.058112		818	1.61491	910	754.525	2.34735		818	1.61491	92	79.2843	0.58153
			8	705		724	2.69504	158	134.283	0.069091		724	2.69504	882	664.799	2.04157		724	2.69504	158	134.283	0.513722
			9	626		635	1.4377	81	48.4871	0.019435		635	1.4377	794	576.536	1.89003		635	1.4377	81	48.4871	0.460611
			10	564		570	1.06383	66	43.909	0.020868		570	1.06383	636	499.031	1.67722		570	1.06383	66	43.909	0.4579
			11	513		520	1.36452	86	58.4294	0.025178		520	1.36452	606	449.727	1.5315		520	1.36452	86	58.4294	0.212657
			12	470		477	1.48936	90	37.229	0.022136		477	1.48936	567	405.649	1.4947		477	1.48936	90	37.229	0.18696
			13	434		451	3.91705	229	159.941	0.0425		451	3.91705	680	409.153	1.34893		451	3.91705	229	159.941	0.143254
			14	403		410	1.73697	106	60.959	0.03394		410	1.73697	594	359.358	1.25945		410	1.73697	106	60.959	0.152304
			15	383		383	0	111	44.5758	0.001118		382	-0.261097	556	331.479	1.18139		383	0	111	44.5758	0.168983

SCHOLL.IN2   	297	25	2787		2821	1.21995	870	309.877	0.44153		2821	1.21995	3691	2345.66	28.5367		2821	1.21995	870	309.877	1.51123
			26	2680		2708	1.04478	753	220.007	0.359942		2708	1.04478	3461	2204.73	27.6307		2708	1.04478	753	220.007	1.57102
			27	2580		2611	1.20155	842	208.959	0.356177		2611	1.20155	3453	2142.18	26.7651		2611	1.20155	842	208.959	1.45698
			28	2488		2535	1.88907	1325	557.598	0.547232		2535	1.88907	3860	2099.77	25.6504		2535	1.88907	1325	557.598	1.2447
			29	2402		2451	2.03997	1424	493.404	0.576357		2451	2.03997	3875	2047.55	24.904		2451	2.03997	1424	493.404	1.14523
			30	2322		2381	2.54091	1775	825.869	0.693777		2381	2.54091	4156	2008.69	24.081		2381	2.54091	1775	825.869	1.02506
			31	2247		2296	2.18069	1521	520.295	0.563392		2296	2.18069	3817	1903.35	23.4512		2296	2.18069	1521	520.295	1.06616
			32	2177		2222	2.06706	1449	450.969	0.520909		2222	2.06706	3671	1805.82	22.8473		2222	2.06706	1449	450.969	1.06864
			33	2111		2151	1.89484	1328	344.148	0.471289		2151	1.89484	3479	1731.76	22.4407		2151	1.89484	1328	344.148	1.06585
			34	2049		2079	1.46413	1031	257.8	0.35616		2079	1.46413	3110	1595.33	21.5361		2079	1.46413	1031	257.8	1.04474
			35	1991		2021	1.50678	1080	348.769	0.363256		2021	1.50678	3101	1537.69	19.5982		2021	1.50678	1080	348.769	1.01601
			36	1935		1990	2.84238	1985	679.608	0.627171		1990	2.84238	3975	1551.59	18.7668		1990	2.84238	1985	679.608	0.756806
			37	1883		1930	2.49602	1755	602.462	0.527183		1930	2.49602	3685	1441.45	18.2973		1930	2.49602	1755	602.462	0.797525
			38	1834		1880	2.50818	1785	535.689	0.508512		1888	2.94438	3977	1403.61	17.7345		1888	2.94438	2089	576.468	0.687581
			39	1787		1828	2.29435	1637	474.077	0.459532		1828	2.29435	3465	1295.97	16.5381		1828	2.29435	1637	474.077	0.71638
			40	1742		1795	3.04248	2145	605.677	0.542422		1795	3.04248	3940	1322.12	15.2439		1795	3.04248	2145	605.677	0.577139
			41	1700		1748	2.82353	2013	529.229	0.501924		1748	2.82353	3761	1195.13	13.9638		1748	2.82353	2013	529.229	0.502301
			42	1659		1702	2.59192	1829	400.019	0.409157		1702	2.59192	3531	1110.01	12.9433		1702	2.59192	1829	400.019	0.467529
			43	1621		1654	2.03578	1467	330.946	0.328702		1654	2.03578	3121	1009.92	11.3439		1654	2.03578	1467	330.946	0.529529
			44	1584		1622	2.39899	1713	376.062	0.289197		1622	2.39899	3335	992.196	11.1567		1622	2.39899	1713	376.062	0.487965
			45	1549		1585	2.32408	1670	355.812	0.309473		1585	2.32408	3255	1225.56	10.8514		1585	2.32408	1670	355.812	0.479884
			46	1515		1557	2.77228	1967	611.16	0.330963		1557	2.77228	3524	1237.55	10.6474		1557	2.77228	1967	611.16	0.421475
			47	1483		1518	2.36008	1691	537.391	0.293023		1518	2.36008	3209	1182.76	10.4529		1518	2.36008	1691	537.391	0.48417
			48	1452		1500	3.30578	2345	746.636	0.399534		1500	3.30578	3845	1241.96	10.2248		1500	3.30578	2345	746.636	0.356615
			49	1423		1479	3.93535	2816	792.906	0.478256		1479	3.93535	4295	1332.67	9.94587		1479	3.93535	2816	792.906	0.276395
			50	1394		1447	3.80201	2695	782.456	0.439765		1447	3.80201	4142	1264.03	9.86324		1447	3.80201	2695	782.456	0.285238
			51	1386		1418	2.3088	2663	696.361	0.261116		1418	2.3088	4081	1208.92	9.63447		1418	2.3088	2663	696.361	0.454363
			52	1386		1399	0.937951	3093	703.036	0.095634		1399	0.937951	4492	1219.27	9.43093		1399	0.937951	3093	703.036	0.245685

