-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

								Lower Bound					Upper Bound					Binary Search
						---------------------------------------------		---------------------------------------------		---------------------------------------------
Problem		n	m	c*		c	%dev	BD	SX	CPU(time)		c	%dev	BD	SX	CPU(time)		c	%dev	BD	SX	CPU(time)
			26	171		177	3.50877	394	154.467	0.020783		177	3.50877	571	197.304	0.29858		177	3.50877	394	154.467	0.024777

ARC111.IN2   	111	3	50133		50175	0.0837772	126	98.0816	0.106441		50175	0.0837772	50301	nan	104.219		50175	0.0837772	126	98.0816	56.2895
			4	37600		37782	0.484043	729	512.645	0.378796		37782	0.484043	38511	37694.6	88.8851		37782	0.484043	729	512.645	26.1334
			5	30080		30157	0.255984	386	278.086	0.249544		30157	0.255984	30543	30068.4	71.5095		30157	0.255984	386	278.086	17.7955
			6	25067		25123	0.223401	339	237.055	0.152189		25123	0.223401	25715	24964.9	58.7313		25123	0.223401	339	237.055	15.0801
			7	21486		21534	0.223401	339	238.72	0.10671		21534	0.223401	21873	21444.5	50.93		21534	0.223401	339	238.72	13.5711
			8	18800		18902	0.542553	817	521.574	0.275317		18902	0.542553	19719	18817.7	46.616		18902	0.542553	817	521.574	12.0966
			9	16711		16773	0.371013	558	310.123	0.168594		16773	0.371013	17584	16660.2	41.5428		16773	0.371013	558	310.123	10.6077
			10	15040		15104	0.425532	641	326.308	0.176752		15104	0.425532	16119	14962	37.2362		15104	0.425532	641	326.308	4.89338
			11	13673		13754	0.592408	895	431.897	0.217507		13784	0.811819	15100	13640.1	34.4895		13784	0.811819	1225	896.145	4.17016
			12	12534		12610	0.606351	921	491.924	0.255935		12610	0.606351	13784	12462.3	31.558		12610	0.606351	921	491.924	4.02158
			13	11570		11680	0.950735	1441	686.977	0.308975		11731	1.39153	14088	11658.2	29.0746		11731	1.39153	2104	1022.05	3.42808
			14	10747		10937	1.76794	2719	1206.02	0.583929		10937	1.76794	13656	10912.8	27.3621		10937	1.76794	2719	1206.02	3.16758
			15	10035		10169	1.33533	2136	1012.95	0.4116		10169	1.33533	12305	10121.9	25.6991		10169	1.33533	2136	1012.95	3.05936
			16	9412		9612	2.12495	3393	1192.96	0.640459		9612	2.12495	13258	9576.45	24.1131		9612	2.12495	3393	1192.96	2.75731
			17	8855		9029	1.96499	3094	1058.93	0.517839		9029	1.96499	12376	9006.14	22.9154		9029	1.96499	3094	1058.93	2.65713
			18	8376		8483	1.27746	2295	840.245	0.359118		8483	1.27746	10869	8369.04	22.054		8483	1.27746	2295	840.245	2.64405
			19	7920		8073	1.93182	2988	1036.67	0.43312		8073	1.93182	11152	7994.55	21.1164		8073	1.93182	2988	1036.67	2.45597
			20	7520		7810	3.85638	5801	2252.54	0.84802		7810	3.85638	13702	7975.49	19.8799		7810	3.85638	5801	2252.54	1.88799
			21	7181		7404	3.10542	5085	1707.02	0.653859		7404	3.10542	12580	5359.41	18.9569		7404	3.10542	5085	1707.02	1.95614
			22	6839		6974	1.97397	3029	873.298	0.376625		6974	1.97397	10256	6922.49	18.5365		6974	1.97397	3029	873.298	2.0728
			23	6551		6713	2.4729	4000	1270.85	0.527451		6713	2.4729	10804	6688.63	17.7177		6713	2.4729	4000	1270.85	1.93043
			24	6273		6458	2.94915	4593	1306.52	0.580259		6458	2.94915	11051	6500.3	17.0574		6458	2.94915	4593	1306.52	1.81029
			25	6085		6136	0.838127	3001	1003.76	0.347453		6146	1.00247	9397	6147.71	16.6344		6146	1.00247	3251	1060.46	1.87789
			26	5844		6049	3.50787	6875	2221.9	0.82485		6049	3.50787	13015	4828.25	15.6633		6049	3.50787	6875	2221.9	0.350821
			27	5689		5775	1.51169	5526	1876.33	0.254731		5795	1.86324	11952	4432.75	15.3147		5795	1.86324	6066	2119.16	1.80487

BARTHOL2.IN2   	148	27	157		160	1.91083	86	21.3542	0.00905		160	1.91083	246	91.433	0.599943		160	1.91083	86	21.3542	0.055809
			28	152		156	2.63158	134	35.9166	0.027012		156	2.63158	290	97.0361	0.522607		156	2.63158	134	35.9166	0.060553
			29	146		155	6.16438	261	94.1541	0.03719		155	6.16438	416	129.861	0.551872		155	6.16438	261	94.1541	0.027798
			30	142		148	4.22535	206	78.1921	0.031795		148	4.22535	354	115.265	0.520783		148	4.22535	206	78.1921	0.049235
			31	137		145	5.83942	261	100.235	0.037809		145	5.83942	406	122.066	0.532419		145	5.83942	261	100.235	0.059396
			32	133		141	6.01504	278	96.6023	0.013931		141	6.01504	419	130.365	0.514506		141	6.01504	278	96.6023	0.056536
			33	129		137	6.20155	287	94.2497	0.035546		137	6.20155	424	128.592	0.494503		137	6.20155	287	94.2497	0.035071
			34	125		131	4.8	220	79.8624	0.011787		131	4.8	351	108.337	0.483856		131	4.8	220	79.8624	0.031527
			35	121		129	6.61157	281	84.3623	0.035217		129	6.61157	410	114.132	0.444161		129	6.61157	281	84.3623	0.018192
			36	118		128	8.47458	374	110.644	0.051936		128	8.47458	502	139.7	0.418112		128	8.47458	374	110.644	0.029715
			37	115		124	7.82609	354	104.566	0.056356		124	7.82609	478	133.394	0.409293		124	7.82609	354	104.566	0.046686
			38	112		120	7.14286	326	92.6391	0.035182		120	7.14286	446	120.665	0.401521		120	7.14286	326	92.6391	0.044926
			39	109		117	7.33945	329	91.1208	0.036602		117	7.33945	446	120.3	0.402538		117	7.33945	329	91.1208	0.018662
			40	106		115	8.49057	366	108.139	0.048233		115	8.49057	481	118.131	0.40838		115	8.49057	366	108.139	0.025921
			41	104		112	7.69231	358	94.7629	0.038423		112	7.69231	470	108.342	0.381482		112	7.69231	358	94.7629	0.042654
			42	101		108	6.93069	302	75.7232	0.027102		108	6.93069	410	88.193	0.394422		108	6.93069	302	75.7232	0.050551
			43	99		106	7.07071	324	76.4722	0.035188		106	7.07071	430	87.2468	0.37455		106	7.07071	324	76.4722	0.026178
			44	97		103	6.18557	298	75.5116	0.066212		103	6.18557	479	103.039	0.360061		103	6.18557	298	75.5116	0.034946
			45	95		103	8.42105	298	75.5116	0.030705		103	8.42105	504	106.028	0.366109		103	8.42105	298	75.5116	0.02672
			46	93		102	9.67742	458	101.39	0.040047		102	9.67742	560	119.867	0.353338		102	9.67742	458	101.39	0.039114
			47	91		99	8.79121	419	103.639	0.055811		99	8.79121	518	104.355	0.306412		99	8.79121	419	103.639	0.089815
			48	89		96	7.86517	374	73.973	0.045103		96	7.86517	470	94.0638	0.338775		96	7.86517	374	73.973	0.046445
			49	87		95	9.1954	421	89.202	0.031828		95	9.1954	516	95.2785	0.328484		95	9.1954	421	89.202	0.010313
			50	85		92	8.23529	366	78.1281	0.034496		92	8.23529	458	91.9891	0.342045		92	8.23529	366	78.1281	0.053189
			51	84		90	7.14286	356	67.8675	0.039718		90	7.14286	446	88.0795	0.317359		90	7.14286	356	67.8675	0.039275

BARTHOLD.IN2   	148	3	1878		1881	0.159744	9	6.7082	0.004899		1881	0.159744	1890	1804.43	6.02426		1881	0.159744	9	6.7082	3.00174
			4	1409		1411	0.141945	10	6.48074	0.022418		1411	0.141945	1421	1335.24	4.50243		1411	0.141945	10	6.48074	1.11251
			5	1127		1130	0.266193	16	9.89949	0.043464		1130	0.266193	1146	1054.13	3.65528		1130	0.266193	16	9.89949	0.953251
			6	939		944	0.532481	30	22.7156	0.024176		944	0.532481	974	869.565	3.07501		944	0.532481	30	22.7156	0.784206
			7	805		808	0.372671	22	10.2956	0.005755		808	0.372671	830	734.123	2.66222		808	0.372671	22	10.2956	0.694508
			8	705		711	0.851064	54	31.4006	0.039558		711	0.851064	765	638.19	2.33972		711	0.851064	54	31.4006	0.557404
			9	626		630	0.638978	36	15.4272	0.006002		630	0.638978	666	557.414	2.14019		630	0.638978	36	15.4272	0.532636
			10	564		568	0.70922	46	17.2627	0.026027		568	0.70922	614	496.463	1.93145		568	0.70922	46	17.2627	0.246233
			11	513		515	0.389864	31	16.1555	0.005116		515	0.389864	546	441.805	1.765		515	0.389864	31	16.1555	0.22913
			12	470		473	0.638298	42	17.8326	0.019231		473	0.638298	515	403.022	1.6284		473	0.638298	42	17.8326	0.218081
			13	434		437	0.691244	47	19.6214	0.006233		437	0.691244	484	366.027	1.51341		437	0.691244	47	19.6214	0.204821
			14	403		407	0.992556	64	22.9347	0.024573		407	0.992556	471	338.223	1.43084		407	0.992556	64	22.9347	0.166387
			15	383		383	0	111	45.31	0.001326		379	-1.04439	430	308.778	1.34986		383	0	111	45.31	0.164293

SCHOLL.IN2   	297	25	2787		2834	1.6864	1195	395.966	0.498518		2834	1.6864	4029	2376.72	28.2292		2834	1.6864	1195	395.966	1.42552
			26	2680		2715	1.30597	935	265.441	0.400178		2715	1.30597	3650	2216.72	27.1545		2715	1.30597	935	265.441	1.3716
			27	2580		2610	1.16279	815	209.464	0.348648		2610	1.16279	3425	2141.41	24.4309		2610	1.16279	815	209.464	1.32211
			28	2488		2539	2.04984	1437	571.912	0.531703		2539	2.04984	3976	2118.88	23.0853		2539	2.04984	1437	571.912	1.08641
			29	2402		2451	2.03997	1424	516.931	0.509739		2451	2.03997	3875	2053.35	22.4185		2451	2.03997	1424	516.931	1.02697
			30	2322		2381	2.54091	1775	829.482	0.612908		2381	2.54091	4156	1979.36	20.6246		2381	2.54091	1775	829.482	0.803271
			31	2247		2306	2.62572	1831	547.687	0.553419		2306	2.62572	4137	1927.16	18.894		2306	2.62572	1831	547.687	0.793305
			32	2177		2223	2.113	1481	429.438	0.41893		2223	2.113	3704	1795.8	16.7		2223	2.113	1481	429.438	0.746972
			33	2111		2159	2.2738	1592	386.774	0.400332		2159	2.2738	3751	1736.49	14.6642		2159	2.2738	1592	386.774	0.611747
			34	2049		2088	1.90337	1337	302.068	0.280449		2088	1.90337	3425	1653.74	13.8045		2088	1.90337	1337	302.068	0.66162
			35	1991		2019	1.40633	1010	259.592	0.235817		2026	1.75791	3281	1591.52	13.3031		2026	1.75791	1255	281.601	0.652606
			36	1935		1988	2.73902	1913	675.481	0.403463		1988	2.73902	3901	1537.99	12.8733		1988	2.73902	1913	675.481	0.50944
			37	1883		1943	3.1864	2236	724.799	0.460328		1949	3.50505	4407	1521.47	12.4677		1949	3.50505	2458	768.951	0.402941
			38	1834		1885	2.78081	1975	586.553	0.383668		1892	3.16249	4133	1276.04	12.2472		1892	3.16249	2241	750.193	0.454702
			39	1787		1836	2.74203	1949	512.448	0.382886		1836	2.74203	3785	1323.5	12.0085		1836	2.74203	1949	512.448	0.469669
			40	1742		1804	3.55913	2505	646.194	0.484854		1804	3.55913	4309	1335.35	11.6445		1804	3.55913	2505	646.194	0.362585
			41	1700		1756	3.29412	2341	574.13	0.461395		1759	3.47059	4223	1268.28	10.9678		1759	3.47059	2464	586.853	0.984268
			42	1659		1710	3.07414	2165	541.388	0.344526		1710	3.07414	3875	1130.59	9.64505		1710	3.07414	2165	541.388	0.365564
			43	1621		1662	2.5293	1811	446.08	0.291234		1662	2.5293	3473	1090.26	8.49674		1662	2.5293	1811	446.08	0.325937
			44	1584		1624	2.52525	1801	330.677	0.219865		1624	2.52525	3425	1002.41	7.76924		1624	2.52525	1801	330.677	0.336069
			45	1549		1591	2.71143	1940	391.272	0.235952		1594	2.9051	3669	993.76	7.61549		1594	2.9051	2075	437.732	0.286693
			46	1515		1567	3.43234	2427	639.305	0.294674		1567	3.43234	3994	1280.26	7.39158		1567	3.43234	2427	639.305	0.265089
			47	1483		1536	3.57384	2537	649.762	0.297505		1536	3.57384	4073	1272.33	7.29244		1536	3.57384	2537	649.762	0.235894
			48	1452		1507	3.78788	2681	668.898	0.300377		1507	3.78788	4188	1275.53	7.14373		1507	3.78788	2681	668.898	0.21333
			49	1423		1482	4.14617	2963	867.455	0.34223		1489	4.63809	4795	1383.64	6.91015		1489	4.63809	3306	902.5	0.138521
			50	1394		1460	4.73458	3345	865.779	0.367586		1460	4.73458	4805	1347.59	6.81577		1460	4.73458	3345	865.779	0.419108
			51	1386		1429	3.10245	3224	796.777	0.236978		1442	4.0404	5329	1358.88	6.62129		1442	4.0404	3887	1166.95	0.185209
			52	1386		1399	0.937951	3093	757.698	0.078351		1399	0.937951	4492	1206.07	6.62113		1399	0.937951	3093	757.698	0.381657

