-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

								Lower Bound					Upper Bound					Binary Search
						---------------------------------------------		---------------------------------------------		---------------------------------------------
Problem		n	m	c*		c	%dev	BD	SX	CPU(time)		c	%dev	BD	SX	CPU(time)		c	%dev	BD	SX	CPU(time)
			25	172		185	7.55814	417	128.152	0.035394		185	7.55814	705	233.172	0.231285		185	7.55814	417	128.152	0.031673
			26	171		182	6.43275	524	168.125	0.017925		182	6.43275	809	258.807	0.197757		182	6.43275	524	168.125	0.043219

ARC111.IN2   	111	3	50133		51274	2.27595	3423	3057.97	1.77441		51274	2.27595	54788	nan	77.4772		51274	2.27595	3423	3057.97	38.0124
			4	37600		37855	0.678191	1021	893.891	0.421549		37855	0.678191	38967	35215.8	60.3731		37855	0.678191	1021	893.891	14.1004
			5	30080		31328	4.14894	6241	3383.13	1.92681		31328	4.14894	37660	29215.4	48.1301		31328	4.14894	6241	3383.13	12.8389
			6	25067		25757	2.75262	4143	2145.44	1.41516		25757	2.75262	29991	23358.8	48.7019		25757	2.75262	4143	2145.44	11.0397
			7	21486		22446	4.46803	6723	4386.58	1.94226		22446	4.46803	29260	20328.6	34.9566		22446	4.46803	6723	4386.58	7.81777
			8	18800		19790	5.26596	7921	4198.57	1.75649		19790	5.26596	27802	17682.5	30.231		19790	5.26596	7921	4198.57	6.76571
			9	16711		17427	4.2846	6444	2702.98	1.22601		17427	4.2846	27196	16758.5	27.9776		17427	4.2846	6444	2702.98	6.24724
			10	15040		16119	7.1742	10791	5509.82	1.89578		16119	7.1742	31460	16626.3	24.3909		16119	7.1742	10791	5509.82	4.80517
			11	13673		14402	5.33168	8023	3869.53	1.27043		14402	5.33168	22516	12533.1	23.1185		14402	5.33168	8023	3869.53	4.94528
			12	12534		13706	9.35057	14073	7036.25	2.10595		13706	9.35057	27870	13039.9	20.3253		13706	9.35057	14073	7036.25	3.62277
			13	11570		12484	7.89974	11893	6128.46	1.76773		12780	10.4581	31356	14660.2	18.5553		12780	10.4581	15741	7229.81	3.41241
			14	10747		11617	8.09528	12239	5024.64	1.70226		11617	8.09528	27181	11966.3	18.7042		11617	8.09528	12239	5024.64	3.42614
			15	10035		10875	8.3707	12726	5429.91	1.49223		10918	8.7992	28839	12211.9	16.9524		10918	8.7992	13371	5656.65	3.15862
			16	9412		10580	12.4097	18881	7471.26	2.3777		10580	12.4097	34011	12542.1	15.2218		10580	12.4097	18881	7471.26	1.15673
			17	8855		9726	9.83625	14943	5266.35	1.56056		9726	9.83625	29664	11485.9	14.9466		9726	9.83625	14943	5266.35	2.74637
			18	8376		9546	13.9685	21429	8220.09	2.18217		9546	13.9685	35970	12441.2	13.1819		9546	13.9685	21429	8220.09	0.780142
			19	7920		8867	11.9571	18074	6930.44	1.71307		8867	11.9571	33161	11164.4	12.8765		8867	11.9571	18074	6930.44	2.05578
			20	7520		8624	14.6809	22081	7604.58	2.08676		8624	14.6809	36925	11909.5	12.0299		8624	14.6809	22081	7604.58	0.64448
			21	7181		8134	13.2711	20415	6629.74	1.81522		8134	13.2711	28549	10425.4	11.7961		8134	13.2711	20415	6629.74	1.79883
			22	6839		7899	15.4993	23379	7572.91	2.03642		8130	18.877	36591	11740.6	11.0028		7899	15.4993	23379	7572.91	1.35225
			23	6551		7593	15.906	24240	7443.12	1.9926		7593	15.906	31924	9019.76	10.4835		7593	15.906	24240	7443.12	1.2653
			24	6273		7252	15.6066	23649	7236.23	1.89568		7252	15.6066	30992	8931.87	10.2132		7252	15.6066	23649	7236.23	1.17681
			25	6085		7026	15.4643	25251	8053.82	1.97908		7026	15.4643	32368	9297.19	9.75189		7026	15.4643	25251	8053.82	1.03478
			26	5844		6988	19.5756	31289	8996.84	2.35678		6988	19.5756	38368	9970.36	9.04058		6988	19.5756	31289	8996.84	0.130073
			27	5689		6468	13.6931	24237	7070.23	1.51402		6468	13.6931	33540	9630.42	9.17362		6468	13.6931	24237	7070.23	1.26407

BARTHOL2.IN2   	148	27	157		167	6.36943	275	84.6463	0.052743		167	6.36943	442	150.373	0.427331		167	6.36943	275	84.6463	0.033518
			28	152		163	7.23684	330	130.215	0.030585		163	7.23684	493	162.022	0.427861		163	7.23684	330	130.215	0.029218
			29	146		159	8.90411	377	112.628	0.035572		159	8.90411	536	158.934	0.414423		159	8.90411	377	112.628	0.03125
			30	142		152	7.04225	326	103.547	0.027862		152	7.04225	552	162.142	0.391367		152	7.04225	326	103.547	0.092603
			31	137		147	7.29927	323	89.8053	0.055779		147	7.29927	518	157.582	0.397345		147	7.29927	323	89.8053	0.031718
			32	133		142	6.76692	310	85.9767	0.037239		142	6.76692	452	132.627	0.389291		142	6.76692	310	85.9767	0.01557
			33	129		138	6.97674	320	77.0844	0.034118		138	6.97674	532	143.944	0.355069		138	6.97674	320	77.0844	0.026467
			34	125		134	7.2	322	79.1454	0.026171		134	7.2	456	127.138	0.373171		134	7.2	322	79.1454	0.023378
			35	121		132	9.09091	386	122.458	0.037388		132	9.09091	518	135.831	0.355142		132	9.09091	386	122.458	0.029115
			36	118		128	8.47458	374	89.0281	0.033714		128	8.47458	665	158.212	0.344528		128	8.47458	374	89.0281	0.036424
			37	115		128	11.3043	374	89.0281	0.034036		128	11.3043	678	162.074	0.318756		128	11.3043	374	89.0281	0.022044
			38	112		125	11.6071	516	117.686	0.034797		125	11.6071	641	144.295	0.325003		125	11.6071	516	117.686	0.031846
			39	109		124	13.7615	602	139.921	0.051366		124	13.7615	726	156.978	0.278687		124	13.7615	602	139.921	0.034631
			40	106		119	12.2642	526	123.329	0.054151		119	12.2642	645	151.271	0.280681		119	12.2642	526	123.329	0.051901
			41	104		118	13.4615	604	147.085	0.071158		118	13.4615	722	156.665	0.26689		118	13.4615	604	147.085	0.021201
			42	101		113	11.8812	512	108.176	0.052051		113	11.8812	673	147.374	0.306653		113	11.8812	512	108.176	0.033774
			43	99		110	11.1111	496	101.902	0.052063		110	11.1111	654	142.787	0.27163		110	11.1111	496	101.902	0.028713
			44	97		106	9.27835	430	88.6341	0.037142		108	11.3402	674	142.766	0.265326		108	11.3402	518	110.977	0.026009
			45	95		104	9.47368	446	92.0435	0.032652		104	9.47368	624	131.818	0.280749		104	9.47368	446	92.0435	0.033837
			46	93		104	11.828	446	92.0435	0.063462		104	11.828	654	132.076	0.243252		104	11.828	446	92.0435	0.041282
			47	91		102	12.0879	560	117.439	0.033676		102	12.0879	662	128.88	0.275231		102	12.0879	560	117.439	0.036488
			48	89		98	10.1124	470	100.24	0.083312		100	12.3596	666	126.673	0.238258		100	12.3596	566	110.036	0.03614
			49	87		98	12.6437	470	100.24	0.040663		98	12.6437	666	129.877	0.265508		97	11.4943	616	124.844	0.02697
			50	85		94	10.5882	466	90.8075	0.071992		94	10.5882	608	125.603	0.225766		94	10.5882	466	90.8075	0.023992
			51	84		93	10.7143	509	102.387	0.024879		93	10.7143	602	118.423	0.280478		93	10.7143	509	102.387	0.018303

BARTHOLD.IN2   	148	3	1878		1879	0.0532481	3	3	0.023359		1879	0.0532481	1882	1831.26	4.63046		1879	0.0532481	3	3	2.37928
			4	1409		1416	0.496806	30	18.3848	0.020605		1416	0.496806	1446	1368.8	3.53807		1416	0.496806	30	18.3848	0.898926
			5	1127		1135	0.709849	41	23.6854	0.043647		1135	0.709849	1176	1087.98	2.8688		1135	0.709849	41	23.6854	0.74901
			6	939		965	2.7689	156	138.42	0.074352		965	2.7689	1169	951.681	2.36579		965	2.7689	156	138.42	0.569511
			7	805		813	0.993789	57	30.348	0.056323		813	0.993789	904	775.506	2.1251		813	0.993789	57	30.348	0.527924
			8	705		711	0.851064	54	28.178	0.035014		711	0.851064	799	674.051	1.85368		711	0.851064	54	28.178	0.494948
			9	626		633	1.11821	63	27.5862	0.019303		637	1.75719	736	592.324	1.73045		637	1.75719	99	50.5866	0.426287
			10	564		572	1.41844	86	40.694	0.021478		572	1.41844	658	526.475	1.57435		572	1.41844	86	40.694	0.363044
			11	513		539	5.06823	295	160.845	0.10541		539	5.06823	834	519.9	1.32694		539	5.06823	295	160.845	0.103925
			12	470		488	3.82979	222	134.722	0.057807		488	3.82979	784	488.002	1.25296		488	3.82979	222	134.722	0.295771
			13	434		457	5.29954	307	219.547	0.087142		457	5.29954	764	467.38	1.12749		457	5.29954	307	219.547	0.275966
			14	403		421	4.4665	260	175.909	0.057331		421	4.4665	715	422.172	1.07682		421	4.4665	260	175.909	0.246097
			15	383		390	1.82768	216	127.687	0.019872		408	6.52741	928	519.75	1.01202		408	6.52741	486	339.273	0.066608

SCHOLL.IN2   	297	25	2787		2943	5.59742	3920	1705.48	1.46063		2943	5.59742	6863	2366.33	24.0563		2943	5.59742	3920	1705.48	1.82883
			26	2680		2818	5.14925	3613	1249.09	1.34322		2818	5.14925	6431	2206.25	23.3424		2818	5.14925	3613	1249.09	1.89217
			27	2580		2693	4.37985	3056	1409.27	1.08634		2693	4.37985	5749	1878.11	22.5906		2693	4.37985	3056	1409.27	2.04242
			28	2488		2574	3.45659	2417	648.804	0.806907		2574	3.45659	4991	1603.35	22.2162		2574	3.45659	2417	648.804	2.11118
			29	2402		2466	2.66445	1859	476.564	0.611763		2466	2.66445	4325	1471.88	21.7566		2466	2.66445	1859	476.564	2.30613
			30	2322		2414	3.9621	2765	716.233	0.866353		2414	3.9621	5179	1794.91	21.0733		2414	3.9621	2765	716.233	1.90633
			31	2247		2358	4.93992	3443	978.036	1.10573		2358	4.93992	7187	2533.24	19.9714		2358	4.93992	3443	978.036	1.65621
			32	2177		2290	5.19063	3625	1011.83	1.10022		2290	5.19063	7301	2575.09	19.2512		2290	5.19063	3625	1011.83	1.5551
			33	2111		2240	6.11085	4265	1355.8	1.27139		2240	6.11085	6505	2035.69	18.6291		2240	6.11085	4265	1355.8	0.702511
			34	2049		2146	4.73402	3309	1071.11	0.973147		2152	5.02684	5665	1662.66	18.3514		2152	5.02684	3513	1143.33	1.50846
			35	1991		2092	5.07283	3565	1231.1	1.04137		2104	5.67554	7475	2321.2	17.7337		2104	5.67554	3985	1403.55	0.801436
			36	1935		2083	7.64858	5333	1512.96	1.48095		2083	7.64858	8802	2681.63	16.9795		2083	7.64858	5333	1512.96	0.274087
			37	1883		2030	7.80669	5455	1779.92	1.49873		2030	7.80669	7485	2267.89	16.4548		2030	7.80669	5455	1779.92	0.903001
			38	1834		2018	10.0327	7029	2176.91	1.82387		2018	10.0327	9047	2500.09	15.7141		2018	10.0327	7029	2176.91	0.191815
			39	1787		1956	9.45719	6629	2082.01	1.65378		1966	10.0168	8985	2403.16	15.2979		1966	10.0168	7019	2117.4	1.8275
			40	1742		1914	9.87371	6905	2144.82	1.72017		1914	9.87371	8819	2293.24	15.0828		1914	9.87371	6905	2144.82	0.49991
			41	1700		1857	9.23529	6482	1656.26	1.62384		1857	9.23529	8339	1943.25	14.8193		1857	9.23529	6482	1656.26	1.96169
			42	1659		1795	8.19771	5735	1563.91	1.39799		1795	8.19771	7530	1780.62	14.7012		1795	8.19771	5735	1563.91	0.728482
			43	1621		1743	7.52622	5294	1387.13	1.27085		1750	7.95805	7345	1694.74	14.3167		1750	7.95805	5595	1444.85	0.737832
			44	1584		1696	7.07071	4969	1263.47	1.09164		1696	7.07071	6665	1594.71	13.1594		1696	7.07071	4969	1263.47	0.870892
			45	1549		1668	7.68238	5405	1356.33	1.15518		1668	7.68238	7073	1644.17	12.8648		1668	7.68238	5405	1356.33	0.741275
			46	1515		1624	7.19472	5049	1187.39	1.0679		1624	7.19472	6673	1586.73	12.5272		1624	7.19472	5049	1187.39	0.789854
			47	1483		1611	8.63115	6062	1538.23	1.21471		1611	8.63115	7673	1760.48	12.0938		1611	8.63115	6062	1538.23	0.396768
			48	1452		1610	10.8815	7625	1756.13	1.52157		1610	10.8815	9235	2146.67	11.5578		1610	10.8815	7625	1756.13	0.106123
			49	1423		1557	9.41673	6638	1800.34	1.35191		1557	9.41673	8195	1943.17	11.5176		1557	9.41673	6638	1800.34	1.49619
			50	1394		1518	8.89527	6245	1621.95	1.22636		1518	8.89527	7763	1799.91	10.6421		1518	8.89527	6245	1621.95	0.46253
			51	1386		1484	7.07071	6029	1499.8	0.860621		1484	7.07071	7513	1742.79	10.153		1484	7.07071	6029	1499.8	0.63801
			52	1386		1453	4.83405	5901	1438.82	0.571274		1453	4.83405	7354	1698.42	9.99187		1453	4.83405	5901	1438.82	0.586892

